"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC11 - Verify Reset Search Filters","Surefire suite","Mon Dec 29 18:14:37 UTC 2025","skipped","Mon Dec 29 18:14:37 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Surefire test","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_ResetFilter_Success"
"","37705","TC03 - Verify Select All Checkbox","Surefire suite","Mon Dec 29 18:11:01 UTC 2025","broken","Mon Dec 29 18:11:39 UTC 2025","project_orangehrm.Test.Maintenance_Safety_Test","Surefire test","project_orangehrm.Test.Maintenance_Safety_Test","verifyPurge_SelectAll_Functionality"
"","29704","TC01 - Manage Review Lifecycle: Create, Activate, Delete","Surefire suite","Mon Dec 29 18:08:57 UTC 2025","broken","Mon Dec 29 18:09:27 UTC 2025","project_orangehrm.Test.Performance_Reviews_Test","Surefire test","project_orangehrm.Test.Performance_Reviews_Test","verifyReview_Lifecycle_Success"
"","33280","TC18 - Verify updating an existing Work Shift","Surefire suite","Mon Dec 29 18:25:47 UTC 2025","broken","Mon Dec 29 18:26:20 UTC 2025","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyWorkShift_Update_Success"
"","37153","TC01 - Verify Access Records Download","Surefire suite","Mon Dec 29 18:10:31 UTC 2025","broken","Mon Dec 29 18:11:08 UTC 2025","project_orangehrm.Test.Maintenance_AccessRecords_Test","Surefire test","project_orangehrm.Test.Maintenance_AccessRecords_Test","verifyAccessRecords_Download"
"","19567","TC04 - Verify Leave List Filter by Employee","Surefire suite","Mon Dec 29 18:11:59 UTC 2025","passed","Mon Dec 29 18:12:19 UTC 2025","project_orangehrm.Test.Leave_LeaveList_Test","Surefire test","project_orangehrm.Test.Leave_LeaveList_Test","verifyLeaveList_FilterByEmployee_Success"
"","26380","TC04 - Negative: Verify Post Creation with Empty Content","Surefire suite","Mon Dec 29 18:12:40 UTC 2025","broken","Mon Dec 29 18:13:06 UTC 2025","project_orangehrm.Test.Buzz_Newsfeed_Test","Surefire test","project_orangehrm.Test.Buzz_Newsfeed_Test","verifyEmptyPost_Error"
"","62435","TC10 - Verify Termination Reason Lifecycle: Create, Verify, Edit, Delete","Surefire suite","Mon Dec 29 18:15:35 UTC 2025","passed","Mon Dec 29 18:16:38 UTC 2025","project_orangehrm.Test.PIM_Configuration_Test","Surefire test","project_orangehrm.Test.PIM_Configuration_Test","verifyTerminationReason_Lifecycle_Edit"
"","20154","TC05 - Verify Expense Type: Validate Empty Field","Surefire suite","Mon Dec 29 18:13:17 UTC 2025","passed","Mon Dec 29 18:13:37 UTC 2025","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyExpenseType_Validate_Field"
"","12314","TC01 - Verify Employee Claims Page Display","Surefire suite","Mon Dec 29 18:09:25 UTC 2025","passed","Mon Dec 29 18:09:37 UTC 2025","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_Display_Success"
