"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3264","TC05 - Verify Directory Reset Filters","Surefire suite","Thu Jan 01 18:03:47 UTC 2026","passed","Thu Jan 01 18:03:50 UTC 2026","project_orangehrm.Test.Directory_Test","Surefire test","project_orangehrm.Test.Directory_Test","verifyDirectory_ResetFilters_Success"
"","12322","TC01 - Cleanup Event - Global QA Summit 2025","Surefire suite","Thu Jan 01 18:11:10 UTC 2026","passed","Thu Jan 01 18:11:22 UTC 2026","project_orangehrm.TestCleaning.ClaimTestCleaning","Surefire test","project_orangehrm.TestCleaning.ClaimTestCleaning","cleanUpEvent_GlobalQASummit2025"
"","15249","TC03 - Verify Apply Leave with Half Day","Surefire suite","Thu Jan 01 18:06:36 UTC 2026","broken","Thu Jan 01 18:06:51 UTC 2026","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyApplyLeave_HalfDay_Success"
"","0","TC03 - Verify Employee Timesheet Approval (Admin Action)","Surefire suite","Thu Jan 01 18:00:21 UTC 2026","skipped","Thu Jan 01 18:00:21 UTC 2026","project_orangehrm.Test.Time_Timesheets_Test","Surefire test","project_orangehrm.Test.Time_Timesheets_Test","verifyEmployeeTimesheet_Approve"
"","16377","TC02 - Verify Apply Leave Validation - Empty Fields","Surefire suite","Thu Jan 01 18:06:12 UTC 2026","failed","Thu Jan 01 18:06:29 UTC 2026","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyApplyLeave_EmptyFields_ShowError"
"","13010","TC05 - Verify Search by City and Country filters","Surefire suite","Thu Jan 01 18:07:23 UTC 2026","passed","Thu Jan 01 18:07:36 UTC 2026","project_orangehrm.Test.AdminOrganizationTest","Surefire test","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_SearchFilters_Success"
"","0","TC02 - Verify Supervisor Grading Employee Review","Surefire suite","Thu Jan 01 18:00:23 UTC 2026","skipped","Thu Jan 01 18:00:23 UTC 2026","project_orangehrm.Test.Performance_Evaluation_Test","Surefire test","project_orangehrm.Test.Performance_Evaluation_Test","verifySupervisorReview_Submit_Success"
"","3","TC01 - Verify Optional Fields Configuration Save","Surefire suite","Thu Jan 01 18:00:28 UTC 2026","skipped","Thu Jan 01 18:00:28 UTC 2026","project_orangehrm.Test.PIM_Configuration_Test","Surefire test","project_orangehrm.Test.PIM_Configuration_Test","verifyOptionalFields_Save_Success"
"","12748","TC03 - Verify Add Employee with Trem","Foundation_Suite","Thu Jan 01 17:56:29 UTC 2026","failed","Thu Jan 01 17:56:42 UTC 2026","project_orangehrm.Test.PIM_Employee_Test","Foundation_Data_Seeding","project_orangehrm.Test.PIM_Employee_Test","verifyEmployee_Trem"
"","21446","TC04 - Verify error when creating a duplicate Location Name","Surefire suite","Thu Jan 01 18:06:52 UTC 2026","passed","Thu Jan 01 18:07:13 UTC 2026","project_orangehrm.Test.AdminOrganizationTest","Surefire test","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_DuplicateEntry_ShowError"
