"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49301","TC03 - Verify error when creating a duplicate Job Title","Surefire suite","Tue May 05 17:18:09 UTC 2026","passed","Tue May 05 17:18:59 UTC 2026","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyJobTitle_DuplicateEntry_ShowError"
"","26744","TC04 - Verify Report Validation Error","Surefire suite","Tue May 05 17:18:45 UTC 2026","failed","Tue May 05 17:19:12 UTC 2026","project_orangehrm.Test.PIM_Reports_Test","Surefire test","project_orangehrm.Test.PIM_Reports_Test","verifyReport_EmptyFields_ShowError"
"","18549","TC10 - Verify updating an existing Job Title","Surefire suite","Tue May 05 17:22:54 UTC 2026","passed","Tue May 05 17:23:12 UTC 2026","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyJobTitle_Update_Success"
"","1672","TC12 - Verify Employee Trackers Page Display","Surefire suite","Tue May 05 17:23:25 UTC 2026","passed","Tue May 05 17:23:26 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyEmployeeTrackers_Display_Success"
"","2585","TC05 - Cleanup Employee - Dev Sec Ops (ID: 0777)","Surefire suite","Tue May 05 17:27:40 UTC 2026","passed","Tue May 05 17:27:42 UTC 2026","project_orangehrm.TestCleaning.PIMTestCleaning","Surefire test","project_orangehrm.TestCleaning.PIMTestCleaning","cleanUpEmployee_DevSecOps"
"","14418","TC03 - Verify Nationality Validation: Empty Field","Surefire suite","Tue May 05 17:19:12 UTC 2026","passed","Tue May 05 17:19:27 UTC 2026","project_orangehrm.Test.Admin_Nationalities_Test","Surefire test","project_orangehrm.Test.Admin_Nationalities_Test","verifyNationality_EmptyFields_ShowError"
"","24881","TC05 - Verify Search by Employment Status","Surefire suite","Tue May 05 17:17:52 UTC 2026","passed","Tue May 05 17:18:16 UTC 2026","project_orangehrm.Test.PIM_Employee_Test","Surefire test","project_orangehrm.Test.PIM_Employee_Test","verifyEmployeeList_SearchFilter_Success"
"","6199","TC06 - Verify Employee Claims Filter by Date Range","Surefire suite","Tue May 05 17:21:16 UTC 2026","passed","Tue May 05 17:21:23 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_FilterByDateRange_Success"
"","6557","TC05 - Verify Directory Reset Filters","Surefire suite","Tue May 05 17:20:44 UTC 2026","passed","Tue May 05 17:20:51 UTC 2026","project_orangehrm.Test.Directory_Test","Surefire test","project_orangehrm.Test.Directory_Test","verifyDirectory_ResetFilters_Success"
"","9502","TC20 - Verify error when creating a duplicate Membership","Surefire suite","Tue May 05 17:25:57 UTC 2026","passed","Tue May 05 17:26:06 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyMemberships_DuplicateEntry_ShowError"
"","0","TC12 - Verify LDAP Configuration Form Validation","Surefire suite","Tue May 05 17:18:52 UTC 2026","skipped","Tue May 05 17:18:52 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyLDAPConfiguration_Validation_Error"
"","27095","TC05 - Verify Schedule Interview Validation","Surefire suite","Tue May 05 17:18:58 UTC 2026","broken","Tue May 05 17:19:25 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_ScheduleInterview_Validation"
"","40410","TC03 - Verify Event Lifecycle: Create, Verify, Edit, Delete","Surefire suite","Tue May 05 17:17:29 UTC 2026","failed","Tue May 05 17:18:09 UTC 2026","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyEvent_Lifecycle_Edit"
"","24096","TC12 - Verify updating Employment Status Name","Surefire suite","Tue May 05 17:23:44 UTC 2026","passed","Tue May 05 17:24:09 UTC 2026","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyEmploymentStatus_Update_Success"
