"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC09 - Verify My Trackers Add Log","Surefire suite","Thu Jan 01 21:53:59 UTC 2026","skipped","Thu Jan 01 21:53:59 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyMyTrackers_AddLog_Success"
"","22601","TC02 - Verify Punch Punch In/Out Workflow","Surefire suite","Thu Jan 01 21:53:06 UTC 2026","broken","Thu Jan 01 21:53:28 UTC 2026","project_orangehrm.Test.Time_Attendance_Test","Surefire test","project_orangehrm.Test.Time_Attendance_Test","verifyPunchIn_Out_Validate"
"","4161","TC14 - Verify Search by Vacancy","Surefire suite","Thu Jan 01 21:57:41 UTC 2026","passed","Thu Jan 01 21:57:45 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_SearchByVacancy_Success"
"","3606","TC11 - Verify Termination Reason Validation","Surefire suite","Thu Jan 01 21:58:03 UTC 2026","passed","Thu Jan 01 21:58:07 UTC 2026","project_orangehrm.Test.PIM_Configuration_Test","Surefire test","project_orangehrm.Test.PIM_Configuration_Test","verifyTerminationReason_EmptyFields_ShowError"
"","23509","TC03 - Verify Vacancy Validation Errors","Surefire suite","Thu Jan 01 21:53:26 UTC 2026","passed","Thu Jan 01 21:53:49 UTC 2026","project_orangehrm.Test.Recruitment_Vacancies_Test","Surefire test","project_orangehrm.Test.Recruitment_Vacancies_Test","verifyVacancy_EmptyFields_Error"
"","4506","TC01 - Add Leave Entitlement to Employee","Foundation_Suite","Thu Jan 01 21:47:37 UTC 2026","passed","Thu Jan 01 21:47:41 UTC 2026","project_orangehrm.Test.Leave_Entitlements_Test","Foundation_Data_Seeding","project_orangehrm.Test.Leave_Entitlements_Test","verifyAddEntitlement_Success"
"","8686","TC01 - Verify Job Title Lifecycle: Create, Verify, Delete","Foundation_Suite","Thu Jan 01 21:44:26 UTC 2026","passed","Thu Jan 01 21:44:35 UTC 2026","project_orangehrm.Test.AdminJobTest","Foundation_Data_Seeding","project_orangehrm.Test.AdminJobTest","verifyJobTitle_Lifecycle_Success"
"","16703","TC03 - Verify KPI Validation Errors","Surefire suite","Thu Jan 01 21:54:47 UTC 2026","passed","Thu Jan 01 21:55:03 UTC 2026","project_orangehrm.Test.Performance_Configuration_Test","Surefire test","project_orangehrm.Test.Performance_Configuration_Test","verifyKPI_EmptyFields_Error"
"","38726","TC07 - Verify Customer Duplicate","Surefire suite","Thu Jan 01 21:54:46 UTC 2026","passed","Thu Jan 01 21:55:25 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyCustomer_Duplicate_Error"
"","23924","TC07 - Verify Reporting Method Lifecycle: Create, Verify, Edit, Delete","Surefire suite","Thu Jan 01 21:56:07 UTC 2026","failed","Thu Jan 01 21:56:31 UTC 2026","project_orangehrm.Test.PIM_Configuration_Test","Surefire test","project_orangehrm.Test.PIM_Configuration_Test","verifyReportingMethod_Lifecycle_Edit"
