"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2972","TC06 - Cleanup Location - Cairo Innovation Hub","Surefire suite","Thu Jan 01 21:40:01 UTC 2026","passed","Thu Jan 01 21:40:03 UTC 2026","project_orangehrm.TestCleaning.AdminTestCleaning","Surefire test","project_orangehrm.TestCleaning.AdminTestCleaning","cleanUpLocation"
"","8459","TC01 - Positive: Verify Admin User Lifecycle: Create, Search","Foundation_Suite","Thu Jan 01 21:24:16 UTC 2026","passed","Thu Jan 01 21:24:24 UTC 2026","project_orangehrm.Test.AdminUserManagementTest","Foundation_Data_Seeding","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_Lifecycle_Success"
"","1","setup","Surefire suite","Thu Jan 01 21:28:46 UTC 2026","broken","Thu Jan 01 21:28:46 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","setup"
"","0","TC18 - Verify Membership Lifecycle: Create, Edit, Delete","Surefire suite","Thu Jan 01 21:31:24 UTC 2026","skipped","Thu Jan 01 21:31:24 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyMemberships_Lifecycle_Edit"
"","0","TC16 - Verify Reset Search Filters","Surefire suite","Thu Jan 01 21:30:17 UTC 2026","skipped","Thu Jan 01 21:30:17 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_ResetFilters_Success"
"","7014","TC02 - Cleanup Pay Grade - Grade 5 - Executive","Surefire suite","Thu Jan 01 21:38:52 UTC 2026","passed","Thu Jan 01 21:38:59 UTC 2026","project_orangehrm.TestCleaning.AdminTestCleaning","Surefire test","project_orangehrm.TestCleaning.AdminTestCleaning","cleanUpPayGrade"
"","23339","TC03 - Verify Work Week Configuration Update","Surefire suite","Thu Jan 01 21:30:43 UTC 2026","broken","Thu Jan 01 21:31:06 UTC 2026","project_orangehrm.Test.Leave_Configuration_Test","Surefire test","project_orangehrm.Test.Leave_Configuration_Test","verifyWorkWeek_Update_Success"
"","18187","TC15 - Verify License Add","Surefire suite","Thu Jan 01 21:36:38 UTC 2026","broken","Thu Jan 01 21:36:56 UTC 2026","project_orangehrm.Test.PIM_EmployeeDetails_Test","Surefire test","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyQualifications_License_Add_Success"
"","1","TC04 - Verify Nationality Duplicate Validation","Surefire suite","Thu Jan 01 21:29:23 UTC 2026","skipped","Thu Jan 01 21:29:23 UTC 2026","project_orangehrm.Test.Admin_Nationalities_Test","Surefire test","project_orangehrm.Test.Admin_Nationalities_Test","verifyNationality_Duplicate_ShowError"
"","15733","TC05 - Verify My Reviews Filter by From Date","Surefire suite","Thu Jan 01 21:31:00 UTC 2026","broken","Thu Jan 01 21:31:15 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyMyReviews_FilterByFromDate_Success"
