"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11366","TC01 - Verify My Timesheet: Add Row, Edit Hours, Save","Surefire suite","Thu Jan 01 18:26:46 UTC 2026","broken","Thu Jan 01 18:26:57 UTC 2026","project_orangehrm.Test.Time_Timesheets_Test","Surefire test","project_orangehrm.Test.Time_Timesheets_Test","verifyMyTimesheet_EditAndSave"
"","1","TC09 - Verify License Lifecycle: Create","Surefire suite","Thu Jan 01 18:30:50 UTC 2026","skipped","Thu Jan 01 18:30:50 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyLicenses_Lifecycle_Success"
"","0","TC03 - Verify Contact Details Update","Surefire suite","Thu Jan 01 18:28:35 UTC 2026","skipped","Thu Jan 01 18:28:35 UTC 2026","project_orangehrm.Test.PIM_EmployeeDetails_Test","Surefire test","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyContactDetails_Update_Success"
"","1","TC11 - Verify validation error for empty License Name","Surefire suite","Thu Jan 01 18:31:03 UTC 2026","skipped","Thu Jan 01 18:31:03 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyLicenses_EmptyFields_ShowError"
"","11405","TC10 - Cleanup Language - German-Arabic","Surefire suite","Thu Jan 01 18:40:55 UTC 2026","passed","Thu Jan 01 18:41:06 UTC 2026","project_orangehrm.TestCleaning.AdminTestCleaning","Surefire test","project_orangehrm.TestCleaning.AdminTestCleaning","cleanUpLanguage"
"","0","setup","Surefire suite","Thu Jan 01 18:30:21 UTC 2026","broken","Thu Jan 01 18:30:21 UTC 2026","project_orangehrm.Test.Recruitment_Search_And_Data_Test","Surefire test","project_orangehrm.Test.Recruitment_Search_And_Data_Test","setup"
"","36678","TC01 - Verify Purge Employee Records Search & Delete","Surefire suite","Thu Jan 01 18:29:53 UTC 2026","broken","Thu Jan 01 18:30:29 UTC 2026","project_orangehrm.Test.Maintenance_PurgeRecords_Test","Surefire test","project_orangehrm.Test.Maintenance_PurgeRecords_Test","verifyPurgeEmployee_Lifecycle"
"","30732","TC05 - Verify Schedule Interview Validation","Surefire suite","Thu Jan 01 18:29:44 UTC 2026","broken","Thu Jan 01 18:30:15 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_ScheduleInterview_Validation"
"","11796","TC11 - Verify Employee Claims Cancel Action","Surefire suite","Thu Jan 01 18:34:51 UTC 2026","broken","Thu Jan 01 18:35:03 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_Cancel_Success"
"","7253","TC03 - Verify Project Add with Admin","Foundation_Suite","Thu Jan 01 18:25:20 UTC 2026","passed","Thu Jan 01 18:25:27 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Foundation_Data_Seeding","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_AddWithAdmin_Success"
"","0","TC08 - Verify Expense Type: Handle Duplication","Surefire suite","Thu Jan 01 18:32:17 UTC 2026","skipped","Thu Jan 01 18:32:17 UTC 2026","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyExpenseType_Duplicate_Handling"
"","44573","TC02 - Verify Candidate Declines Job Offer","Surefire suite","Thu Jan 01 18:27:44 UTC 2026","broken","Thu Jan 01 18:28:29 UTC 2026","project_orangehrm.Test.Recruitment_Candidate_E2E_Test","Surefire test","project_orangehrm.Test.Recruitment_Candidate_E2E_Test","verifyCandidate_OfferDeclined_Flow"
