"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26409","TC01 - Generate Leave Entitlements and Usage Report","Surefire suite","Thu Jan 01 19:31:26 UTC 2026","passed","Thu Jan 01 19:31:52 UTC 2026","project_orangehrm.Test.Leave_Reports_Test","Surefire test","project_orangehrm.Test.Leave_Reports_Test","verifyLeaveUsageReport_Generate"
"","13174","TC01 - Verify Error when Entering > 24 Hours in Timesheet","Surefire suite","Thu Jan 01 19:30:36 UTC 2026","broken","Thu Jan 01 19:30:49 UTC 2026","project_orangehrm.Test.Time_BusinessLogic_Test","Surefire test","project_orangehrm.Test.Time_BusinessLogic_Test","verifyTimesheet_InvalidHours_Error"
"","43288","TC02 - Verify Skill Lifecycle: Create,Edit and Delete","Surefire suite","Thu Jan 01 19:30:49 UTC 2026","failed","Thu Jan 01 19:31:32 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifySkills_Lifecycle_Edit"
"","2296","TC12 - Verify Employee Claims Reset Filters","Surefire suite","Thu Jan 01 19:37:13 UTC 2026","passed","Thu Jan 01 19:37:15 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_ResetFilters_Success"
"","16024","TC02 - Verify Add Employee with Login Details (Create User Account)","Foundation_Suite","Thu Jan 01 19:24:56 UTC 2026","passed","Thu Jan 01 19:25:12 UTC 2026","project_orangehrm.Test.PIM_Employee_Test","Foundation_Data_Seeding","project_orangehrm.Test.PIM_Employee_Test","verifyEmployee_WithLoginDetails_Success"
"","0","TC03 - Verify Work Week Configuration Update","Surefire suite","Thu Jan 01 19:33:48 UTC 2026","skipped","Thu Jan 01 19:33:48 UTC 2026","project_orangehrm.Test.Leave_Configuration_Test","Surefire test","project_orangehrm.Test.Leave_Configuration_Test","verifyWorkWeek_Update_Success"
"","3573","TC02 - Cleanup Reporting Method - Weekly Scrum Report","Surefire suite","Thu Jan 01 19:40:09 UTC 2026","passed","Thu Jan 01 19:40:12 UTC 2026","project_orangehrm.TestCleaning.PIMTestCleaning","Surefire test","project_orangehrm.TestCleaning.PIMTestCleaning","cleanUpReportingMethod_WeeklyScrumReport"
"","1","TC02 - Verify Canceling Purge Action in Modal","Surefire suite","Thu Jan 01 19:36:44 UTC 2026","skipped","Thu Jan 01 19:36:44 UTC 2026","project_orangehrm.Test.Maintenance_Safety_Test","Surefire test","project_orangehrm.Test.Maintenance_Safety_Test","verifyPurge_Modal_Cancel"
"","0","TC05 - Verify Education Level Lifecycle: Create","Surefire suite","Thu Jan 01 19:33:11 UTC 2026","skipped","Thu Jan 01 19:33:11 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyEducation_Lifecycle_Success"
"","0","TC04 - Verify Pay Grade Lifecycle with Currency: Create, Add Currency","Foundation_Suite","Thu Jan 01 19:23:55 UTC 2026","skipped","Thu Jan 01 19:23:55 UTC 2026","project_orangehrm.Test.AdminJobTest","Foundation_Data_Seeding","project_orangehrm.Test.AdminJobTest","verifyPayGrade_WithCurrency_Success"
"","1","TC08 - Verify Search by User Role Filter","Surefire suite","Thu Jan 01 19:33:38 UTC 2026","skipped","Thu Jan 01 19:33:38 UTC 2026","project_orangehrm.Test.AdminUserManagementTest","Surefire test","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_SearchByRole_Success"
"","8","TC07 - Verify Organization Unit Lifecycle: Enable Edit, Create, Verify, Delete","Surefire suite","Thu Jan 01 19:33:36 UTC 2026","skipped","Thu Jan 01 19:33:36 UTC 2026","project_orangehrm.Test.AdminOrganizationTest","Surefire test","project_orangehrm.Test.AdminOrganizationTest","verifyStructure_Lifecycle_Success"
"","16413","TC10 - Verify Reject Candidate","Surefire suite","Thu Jan 01 19:36:08 UTC 2026","broken","Thu Jan 01 19:36:25 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_Reject_Success"
"","17470","TC02 - Verify Leave Type Duplicate Validation","Surefire suite","Thu Jan 01 19:33:13 UTC 2026","passed","Thu Jan 01 19:33:30 UTC 2026","project_orangehrm.Test.Leave_Configuration_Test","Surefire test","project_orangehrm.Test.Leave_Configuration_Test","verifyLeaveType_Duplicate_Error"
