"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1522","TC01 - Cleanup Custom Field - Automation Badge ID","Surefire suite","Tue Dec 30 22:16:22 UTC 2025","passed","Tue Dec 30 22:16:24 UTC 2025","project_orangehrm.TestCleaning.PIMTestCleaning","Surefire test","project_orangehrm.TestCleaning.PIMTestCleaning","cleanUpCustomField_AutomationBadgeID"
"","1573","TC01 - Cleanup Event - Global QA Summit 2025","Surefire suite","Tue Dec 30 22:16:22 UTC 2025","passed","Tue Dec 30 22:16:24 UTC 2025","project_orangehrm.TestCleaning.ClaimTestCleaning","Surefire test","project_orangehrm.TestCleaning.ClaimTestCleaning","cleanUpEvent_GlobalQASummit2025"
"","11949","TC16 - Verify Delete Project Activity","Surefire suite","Tue Dec 30 22:13:29 UTC 2025","broken","Tue Dec 30 22:13:41 UTC 2025","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProjectActivity_Delete_Success"
"","4379","TC04 - Verify Apply Leave Balance Check","Surefire suite","Tue Dec 30 22:10:40 UTC 2025","broken","Tue Dec 30 22:10:45 UTC 2025","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyApplyLeave_BalanceDisplay"
"","10067","TC01 - Generate Employee Performance Report","Surefire suite","Tue Dec 30 22:10:09 UTC 2025","broken","Tue Dec 30 22:10:20 UTC 2025","project_orangehrm.Test.Performance_Reports_Test","Surefire test","project_orangehrm.Test.Performance_Reports_Test","verifyPerformanceReport_Generate"
"","12007","TC11 - Verify Employee Claims Cancel Action","Surefire suite","Tue Dec 30 22:12:52 UTC 2025","broken","Tue Dec 30 22:13:04 UTC 2025","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_Cancel_Success"
"","11061","TC14 - Verify Project Reset Filters","Surefire suite","Tue Dec 30 22:12:59 UTC 2025","broken","Tue Dec 30 22:13:10 UTC 2025","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_ResetFilters_Success"
"","12801","TC18 - Verify Manage Reviews Activate Review","Surefire suite","Tue Dec 30 22:13:55 UTC 2025","broken","Tue Dec 30 22:14:08 UTC 2025","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyManageReviews_Activate_Success"
"","1818","TC12 - Verify LDAP Configuration Form Validation","Surefire suite","Tue Dec 30 22:12:56 UTC 2025","passed","Tue Dec 30 22:12:58 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyLDAPConfiguration_Validation_Error"
"","3439","TC06 - Verify My Leave Filter by Status","Surefire suite","Tue Dec 30 22:11:10 UTC 2025","passed","Tue Dec 30 22:11:13 UTC 2025","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyMyLeave_FilterByStatus_Success"
"","10157","TC09 - Verify error when creating a duplicate Employment Status","Surefire suite","Tue Dec 30 22:12:02 UTC 2025","passed","Tue Dec 30 22:12:12 UTC 2025","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyEmploymentStatus_DuplicateEntry_ShowError"
"","12121","TC09 - Verify Project Delete","Surefire suite","Tue Dec 30 22:12:12 UTC 2025","broken","Tue Dec 30 22:12:24 UTC 2025","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_Delete_Success"
"","3351","TC03 - Verify Employee Claims Search by Reference ID","Surefire suite","Tue Dec 30 22:11:02 UTC 2025","passed","Tue Dec 30 22:11:05 UTC 2025","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_SearchByReferenceId_Success"
"","1515","TC19 - Verify validation error for empty Work Shift Name","Surefire suite","Tue Dec 30 22:14:23 UTC 2025","passed","Tue Dec 30 22:14:25 UTC 2025","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyWorkShift_EmptyFields_ShowError"
