"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6228","TC01 - Verify Location Lifecycle: Create, Verify in Table","Foundation_Suite","Tue Dec 30 16:25:01 UTC 2025","passed","Tue Dec 30 16:25:07 UTC 2025","project_orangehrm.Test.AdminOrganizationTest","Foundation_Data_Seeding","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_Lifecycle_Success"
"","5738","TC13 - Verify Language Lifecycle: Create","Surefire suite","Tue Dec 30 16:32:22 UTC 2025","passed","Tue Dec 30 16:32:28 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyLanguages_Lifecycle_Success"
"","1550","TC12 - Verify Project Search by Project Name","Surefire suite","Tue Dec 30 16:31:47 UTC 2025","passed","Tue Dec 30 16:31:48 UTC 2025","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_SearchByName_Success"
"","12374","TC14 - Verify Employee Trackers Add Log","Surefire suite","Tue Dec 30 16:32:04 UTC 2025","broken","Tue Dec 30 16:32:17 UTC 2025","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyEmployeeTrackers_AddLog_Success"
"","3948","TC02 - Generate My Leave Entitlements Report","Surefire suite","Tue Dec 30 16:29:05 UTC 2025","passed","Tue Dec 30 16:29:09 UTC 2025","project_orangehrm.Test.Leave_Reports_Test","Surefire test","project_orangehrm.Test.Leave_Reports_Test","verifyMyLeaveReport_Generate"
"","11280","TC03 - Negative: Verify search with non-existing username","Surefire suite","Tue Dec 30 16:29:00 UTC 2025","passed","Tue Dec 30 16:29:11 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Surefire test","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_SearchNotFound_NoRecords"
"","13601","TC01 - Verify Search Candidate by Name and Status","Surefire suite","Tue Dec 30 16:28:20 UTC 2025","broken","Tue Dec 30 16:28:33 UTC 2025","project_orangehrm.Test.Recruitment_Search_And_Data_Test","Surefire test","project_orangehrm.Test.Recruitment_Search_And_Data_Test","verifyCandidate_Search_Success"
"","16122","TC02 - Verify Logout Functionality","Surefire suite","Tue Dec 30 16:28:37 UTC 2025","failed","Tue Dec 30 16:28:54 UTC 2025","project_orangehrm.Test.Dashboard_UserActions_Test","Surefire test","project_orangehrm.Test.Dashboard_UserActions_Test","verifyUserMenu_Logout"
"","18455","TC03 - Positive: Verify Edit Post","Surefire suite","Tue Dec 30 16:29:37 UTC 2025","passed","Tue Dec 30 16:29:55 UTC 2025","project_orangehrm.Test.Buzz_Newsfeed_Test","Surefire test","project_orangehrm.Test.Buzz_Newsfeed_Test","verifyPost_Edit_Success"
"","19095","TC03 - Verify Employee Timesheet Approval (Admin Action)","Surefire suite","Tue Dec 30 16:29:25 UTC 2025","broken","Tue Dec 30 16:29:44 UTC 2025","project_orangehrm.Test.Time_Timesheets_Test","Surefire test","project_orangehrm.Test.Time_Timesheets_Test","verifyEmployeeTimesheet_Approve"
"","11262","TC02 - Verify Directory Search by Employee Name","Surefire suite","Tue Dec 30 16:28:52 UTC 2025","broken","Tue Dec 30 16:29:03 UTC 2025","project_orangehrm.Test.Directory_Test","Surefire test","project_orangehrm.Test.Directory_Test","verifyDirectory_SearchByName_Success"
"","21150","TC18 - Verify Membership Lifecycle: Create, Edit, Delete","Surefire suite","Tue Dec 30 16:33:27 UTC 2025","passed","Tue Dec 30 16:33:48 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyMemberships_Lifecycle_Edit"
"","17274","TC02 - Verify Punch Punch In/Out Workflow","Surefire suite","Tue Dec 30 16:29:25 UTC 2025","failed","Tue Dec 30 16:29:42 UTC 2025","project_orangehrm.Test.Time_Attendance_Test","Surefire test","project_orangehrm.Test.Time_Attendance_Test","verifyPunchIn_Out_Validate"
"","1033","TC15 - Verify My Claims Filter by Status","Surefire suite","Tue Dec 30 16:32:25 UTC 2025","passed","Tue Dec 30 16:32:26 UTC 2025","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyMyClaims_FilterByStatus_Success"
"","35958","TC03 - Verify Event Lifecycle: Create, Verify, Edit, Delete","Surefire suite","Tue Dec 30 16:28:53 UTC 2025","passed","Tue Dec 30 16:29:29 UTC 2025","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyEvent_Lifecycle_Edit"
"","14405","TC05 - Verify My Reviews Filter by From Date","Surefire suite","Tue Dec 30 16:29:46 UTC 2025","broken","Tue Dec 30 16:30:00 UTC 2025","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyMyReviews_FilterByFromDate_Success"
"","21714","TC14 - Verify Language Lifecycle: Create, Edit, Delete","Surefire suite","Tue Dec 30 16:32:32 UTC 2025","passed","Tue Dec 30 16:32:53 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyLanguages_Lifecycle_Edit"
"","15343","TC07 - Verify Expense Type Lifecycle: Create, Edit, Delete","Surefire suite","Tue Dec 30 16:30:33 UTC 2025","passed","Tue Dec 30 16:30:49 UTC 2025","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyExpenseType_Lifecycle_Edit"
"","2379","TC09 - Verify Social Media Authentication: Add Provider Validation","Surefire suite","Tue Dec 30 16:31:23 UTC 2025","passed","Tue Dec 30 16:31:26 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifySocialMedia_AddProvider_Validation"
"","1556","TC09 - Cleanup License - ISTQB Foundation","Surefire suite","Tue Dec 30 16:35:57 UTC 2025","passed","Tue Dec 30 16:35:58 UTC 2025","project_orangehrm.TestCleaning.AdminTestCleaning","Surefire test","project_orangehrm.TestCleaning.AdminTestCleaning","cleanUpLicense"
"","9506","TC02 - Verify validation error for empty Job Title","Surefire suite","Tue Dec 30 16:28:39 UTC 2025","passed","Tue Dec 30 16:28:49 UTC 2025","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyJobTitle_EmptyFields_ShowError"
"","5991","TC02 - Negative: Verify validation errors for all required fields in User Form","Surefire suite","Tue Dec 30 16:28:37 UTC 2025","passed","Tue Dec 30 16:28:43 UTC 2025","project_orangehrm.Test.AdminUserManagementTest","Surefire test","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_EmptyFields_ShowError"
"","18605","TC07 - Verify Mark Interview Failed","Surefire suite","Tue Dec 30 16:30:15 UTC 2025","broken","Tue Dec 30 16:30:33 UTC 2025","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_MarkInterviewFailed_Success"
"","8485","TC12 - Verify error when creating a duplicate License","Surefire suite","Tue Dec 30 16:32:09 UTC 2025","passed","Tue Dec 30 16:32:18 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifyLicenses_DuplicateEntry_ShowError"
"","1355","TC15 - Verify validation error for empty Job Category Name","Surefire suite","Tue Dec 30 16:32:35 UTC 2025","passed","Tue Dec 30 16:32:36 UTC 2025","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyJobCategory_EmptyFields_ShowError"
