"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5187","TC06 - Verify Employee Claims Filter by Date Range","Surefire suite","Fri May 08 16:14:20 UTC 2026","passed","Fri May 08 16:14:25 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_FilterByDateRange_Success"
"","9010","TC04 - Verify Leave List Filter by Employee","Surefire suite","Fri May 08 16:13:32 UTC 2026","passed","Fri May 08 16:13:41 UTC 2026","project_orangehrm.Test.Leave_LeaveList_Test","Surefire test","project_orangehrm.Test.Leave_LeaveList_Test","verifyLeaveList_FilterByEmployee_Success"
"","26513","TC05 - Verify Schedule Interview Validation","Surefire suite","Fri May 08 16:13:16 UTC 2026","broken","Fri May 08 16:13:43 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_ScheduleInterview_Validation"
"","10045","TC01 - Verify Dashboard Widget Toggle Visibility","Surefire suite","Fri May 08 16:11:04 UTC 2026","broken","Fri May 08 16:11:14 UTC 2026","project_orangehrm.Test.Dashboard_Advanced_Test","Surefire test","project_orangehrm.Test.Dashboard_Advanced_Test","verifyWidget_ToggleVisibility"
"","10044","TC01 - Generate Employee Performance Report","Surefire suite","Fri May 08 16:11:21 UTC 2026","broken","Fri May 08 16:11:31 UTC 2026","project_orangehrm.Test.Performance_Reports_Test","Surefire test","project_orangehrm.Test.Performance_Reports_Test","verifyPerformanceReport_Generate"
"","2452","TC06 - Cleanup Employee - Dev Ops Trem (ID: 0333)","Surefire suite","Fri May 08 16:21:46 UTC 2026","broken","Fri May 08 16:21:48 UTC 2026","project_orangehrm.TestCleaning.PIMTestCleaning","Surefire test","project_orangehrm.TestCleaning.PIMTestCleaning","cleanUpEmployee_DevOpsTrem"
"","18545","TC01 - Verify Event: Validate Empty Field","Surefire suite","Fri May 08 16:11:37 UTC 2026","passed","Fri May 08 16:11:55 UTC 2026","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyEvent_Validate_Field"
"","1","TC03 - Verify Email Subscription Validation","Surefire suite","Fri May 08 16:11:26 UTC 2026","skipped","Fri May 08 16:11:26 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyEmailSubscription_EmptyFields_ShowError"
"","12362","TC12 - Cleanup Email Subscription - Automation Subscriber","Surefire suite","Fri May 08 16:23:32 UTC 2026","passed","Fri May 08 16:23:44 UTC 2026","project_orangehrm.TestCleaning.AdminTestCleaning","Surefire test","project_orangehrm.TestCleaning.AdminTestCleaning","cleanUpEmailSubscription"
"","3900","TC8 - Verify Directory Search by Sub Unit","Surefire suite","Fri May 08 16:14:40 UTC 2026","passed","Fri May 08 16:14:44 UTC 2026","project_orangehrm.Test.Directory_Test","Surefire test","project_orangehrm.Test.Directory_Test","verifyDirectory_SearchBySubUnit_Success"
