"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26837","TC02 - Verify Canceling Purge Action in Modal","Surefire suite","Thu Jan 01 22:17:15 UTC 2026","broken","Thu Jan 01 22:17:42 UTC 2026","project_orangehrm.Test.Maintenance_Safety_Test","Surefire test","project_orangehrm.Test.Maintenance_Safety_Test","verifyPurge_Modal_Cancel"
"","29508","TC05 - Verify Schedule Interview Validation","Surefire suite","Thu Jan 01 22:16:34 UTC 2026","broken","Thu Jan 01 22:17:03 UTC 2026","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","Surefire test","project_orangehrm.Test.Recruitment_CandidateWorkflow_Test","verifyCandidate_ScheduleInterview_Validation"
"","11379","TC19 - Verify Manage Reviews Complete Review","Surefire suite","Thu Jan 01 22:22:43 UTC 2026","broken","Thu Jan 01 22:22:54 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyManageReviews_Complete_Success"
"","5","setUp","Surefire suite","Thu Jan 01 22:17:09 UTC 2026","broken","Thu Jan 01 22:17:09 UTC 2026","project_orangehrm.Test.Maintenance_AccessRecords_Test","Surefire test","project_orangehrm.Test.Maintenance_AccessRecords_Test","setUp"
"","17075","TC02 - Generate My Leave Entitlements Report","Surefire suite","Thu Jan 01 22:15:09 UTC 2026","passed","Thu Jan 01 22:15:26 UTC 2026","project_orangehrm.Test.Leave_Reports_Test","Surefire test","project_orangehrm.Test.Leave_Reports_Test","verifyMyLeaveReport_Generate"
"","14586","TC05 - Verify Leave List Filter by Leave Type","Surefire suite","Thu Jan 01 22:17:21 UTC 2026","passed","Thu Jan 01 22:17:35 UTC 2026","project_orangehrm.Test.Leave_LeaveList_Test","Surefire test","project_orangehrm.Test.Leave_LeaveList_Test","verifyLeaveList_FilterByLeaveType_Success"
"","6112","TC02 - Verify Project Add","Foundation_Suite","Thu Jan 01 22:11:55 UTC 2026","passed","Thu Jan 01 22:12:01 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Foundation_Data_Seeding","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_Add_Success"
"","8950","TC01 - Verify Location Lifecycle: Create, Verify in Table","Foundation_Suite","Thu Jan 01 22:07:59 UTC 2026","passed","Thu Jan 01 22:08:08 UTC 2026","project_orangehrm.Test.AdminOrganizationTest","Foundation_Data_Seeding","project_orangehrm.Test.AdminOrganizationTest","verifyLocation_Lifecycle_Success"
"","38640","TC06 - Verify Edit User: Change Status from Enabled to Disabled","Surefire suite","Thu Jan 01 22:17:30 UTC 2026","broken","Thu Jan 01 22:18:09 UTC 2026","project_orangehrm.Test.AdminUserManagementTest","Surefire test","project_orangehrm.Test.AdminUserManagementTest","verifyUserManagement_EditUser_Success"
"","3998","TC09 - Verify Social Media Authentication: Add Provider Validation","Surefire suite","Thu Jan 01 22:20:39 UTC 2026","passed","Thu Jan 01 22:20:43 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifySocialMedia_AddProvider_Validation"
"","7932","TC01 - Verify Skill Lifecycle: Create","Foundation_Suite","Thu Jan 01 22:08:13 UTC 2026","passed","Thu Jan 01 22:08:21 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Foundation_Data_Seeding","project_orangehrm.Test.Admin_Qualifications_Test","verifySkills_Lifecycle_Success"
"","37944","TC02 - Verify Skill Lifecycle: Create,Edit and Delete","Surefire suite","Thu Jan 01 22:14:48 UTC 2026","failed","Thu Jan 01 22:15:26 UTC 2026","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifySkills_Lifecycle_Edit"
"","20047","TC02 - Verify Punch Punch In/Out Workflow","Surefire suite","Thu Jan 01 22:16:30 UTC 2026","failed","Thu Jan 01 22:16:50 UTC 2026","project_orangehrm.Test.Time_Attendance_Test","Surefire test","project_orangehrm.Test.Time_Attendance_Test","verifyPunchIn_Out_Validate"
"","1","setup","Surefire suite","Thu Jan 01 22:15:29 UTC 2026","failed","Thu Jan 01 22:15:29 UTC 2026","project_orangehrm.Test.PIM_EmployeeDetails_Test","Surefire test","project_orangehrm.Test.PIM_EmployeeDetails_Test","setup"
"","12980","TC16 - Verify Delete Project Activity","Surefire suite","Thu Jan 01 22:21:45 UTC 2026","broken","Thu Jan 01 22:21:58 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProjectActivity_Delete_Success"
"","17354","TC11 - Verify updating Pay Grade Currency Salary","Surefire suite","Thu Jan 01 22:21:00 UTC 2026","passed","Thu Jan 01 22:21:18 UTC 2026","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyPayGrade_UpdateCurrency_Success"
"","35412","TC06 - Verify error when creating a duplicate Pay Grade","Surefire suite","Thu Jan 01 22:17:37 UTC 2026","passed","Thu Jan 01 22:18:13 UTC 2026","project_orangehrm.Test.AdminJobTest","Surefire test","project_orangehrm.Test.AdminJobTest","verifyPayGrade_DuplicateEntry_ShowError"
"","4638","TC11 - Verify OAuth Client Validation Errors","Surefire suite","Thu Jan 01 22:21:04 UTC 2026","passed","Thu Jan 01 22:21:08 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyOAuthClient_EmptyFields_ShowError"
"","22698","TC03 - Verify My Reviews Filter by Status","Surefire suite","Thu Jan 01 22:15:44 UTC 2026","broken","Thu Jan 01 22:16:06 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyMyReviews_FilterByStatus_Success"
"","2945","TC12 - Verify Employee Trackers Page Display","Surefire suite","Thu Jan 01 22:21:05 UTC 2026","passed","Thu Jan 01 22:21:08 UTC 2026","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyEmployeeTrackers_Display_Success"
"","71554","TC01 - Verify Maintenance Access Requires Password","Surefire suite","Thu Jan 01 22:13:57 UTC 2026","failed","Thu Jan 01 22:15:09 UTC 2026","project_orangehrm.Test.Maintenance_Authentication_Test","Surefire test","project_orangehrm.Test.Maintenance_Authentication_Test","verifyMaintenance_Access_Security"
"","6","TC01 - Verify Employee Claims Page Display","Surefire suite","Thu Jan 01 22:18:33 UTC 2026","skipped","Thu Jan 01 22:18:33 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_Display_Success"
"","1","TC10 - Verify My Entitlements Display","Surefire suite","Thu Jan 01 22:20:04 UTC 2026","skipped","Thu Jan 01 22:20:04 UTC 2026","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyMyEntitlements_Display_Success"
"","32266","TC01 - Generate Leave Entitlements and Usage Report","Surefire suite","Thu Jan 01 22:13:56 UTC 2026","passed","Thu Jan 01 22:14:28 UTC 2026","project_orangehrm.Test.Leave_Reports_Test","Surefire test","project_orangehrm.Test.Leave_Reports_Test","verifyLeaveUsageReport_Generate"
"","16977","TC01 - Verify Vacancy Lifecycle: Create, Verify","Foundation_Suite","Thu Jan 01 22:12:35 UTC 2026","passed","Thu Jan 01 22:12:52 UTC 2026","project_orangehrm.Test.Recruitment_Vacancies_Test","Foundation_Data_Seeding","project_orangehrm.Test.Recruitment_Vacancies_Test","verifyVacancy_Lifecycle_Success"
"","0","TC05 - Verify Holiday Validation Error","Surefire suite","Thu Jan 01 22:16:13 UTC 2026","skipped","Thu Jan 01 22:16:13 UTC 2026","project_orangehrm.Test.Leave_Configuration_Test","Surefire test","project_orangehrm.Test.Leave_Configuration_Test","verifyHoliday_EmptyFields_Error"
"","10071","TC01 - Verify Dashboard Widget Toggle Visibility","Surefire suite","Thu Jan 01 22:14:25 UTC 2026","broken","Thu Jan 01 22:14:36 UTC 2026","project_orangehrm.Test.Dashboard_Advanced_Test","Surefire test","project_orangehrm.Test.Dashboard_Advanced_Test","verifyWidget_ToggleVisibility"
"","0","TC03 - Verify Employee Claims Search by Reference ID","Surefire suite","Thu Jan 01 22:19:23 UTC 2026","skipped","Thu Jan 01 22:19:23 UTC 2026","project_orangehrm.Test.Claim_EmployeeClaims_Test","Surefire test","project_orangehrm.Test.Claim_EmployeeClaims_Test","verifyEmployeeClaims_SearchByReferenceId_Success"
"","28751","TC06 - Verify Language Packages Lifecycle: Add, Verify, Delete","Surefire suite","Thu Jan 01 22:18:42 UTC 2026","passed","Thu Jan 01 22:19:11 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyLanguagePackages_Lifecycle_Success"
"","6793","TC06 - Verify My Leave Filter by Status","Surefire suite","Thu Jan 01 22:18:30 UTC 2026","passed","Thu Jan 01 22:18:37 UTC 2026","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyMyLeave_FilterByStatus_Success"
"","7399","TC03 - Verify Project Add with Admin","Foundation_Suite","Thu Jan 01 22:12:07 UTC 2026","passed","Thu Jan 01 22:12:14 UTC 2026","project_orangehrm.Test.Time_ProjectInfo_Test","Foundation_Data_Seeding","project_orangehrm.Test.Time_ProjectInfo_Test","verifyProject_AddWithAdmin_Success"
"","8685","TC04 - Verify Email Configuration: Update SMTP Settings and Validation","Surefire suite","Thu Jan 01 22:17:44 UTC 2026","passed","Thu Jan 01 22:17:53 UTC 2026","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifyEmailConfiguration_UpdateAndValidation"
