"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC06 - Verify Dependent Add","Surefire suite","Wed Dec 31 22:30:58 UTC 2025","skipped","Wed Dec 31 22:30:58 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Surefire test","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyDependent_Add_Success"
"","0","TC07 - Verify Social Media Authentication Lifecycle : Create, Verify, Delete","Surefire suite","Wed Dec 31 22:31:08 UTC 2025","skipped","Wed Dec 31 22:31:08 UTC 2025","project_orangehrm.Test.Admin_Configuration_Test","Surefire test","project_orangehrm.Test.Admin_Configuration_Test","verifySocialMediaAuthentication_Lifecycle_Success"
"","1355","TC05 - Verify Leave List Filter by Leave Type","Surefire suite","Wed Dec 31 22:27:56 UTC 2025","passed","Wed Dec 31 22:27:57 UTC 2025","project_orangehrm.Test.Leave_LeaveList_Test","Surefire test","project_orangehrm.Test.Leave_LeaveList_Test","verifyLeaveList_FilterByLeaveType_Success"
"","2","setUp","Surefire suite","Wed Dec 31 22:30:18 UTC 2025","broken","Wed Dec 31 22:30:18 UTC 2025","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","setUp"
"","6626","TC17 - Cleanup: Delete Test Projects and Customer","Surefire suite","Wed Dec 31 22:30:03 UTC 2025","passed","Wed Dec 31 22:30:09 UTC 2025","project_orangehrm.Test.Time_ProjectInfo_Test","Surefire test","project_orangehrm.Test.Time_ProjectInfo_Test","cleanup_DeleteTestData"
"","10846","TC03 - Cleanup Customer - Auto Test Customer","Surefire suite","Wed Dec 31 22:34:22 UTC 2025","passed","Wed Dec 31 22:34:33 UTC 2025","project_orangehrm.TestCleaning.TimeTestCleaning","Surefire test","project_orangehrm.TestCleaning.TimeTestCleaning","cleanUpCustomer_AutoTestCustomer"
"","2956","TC03 - Verify Work Week Configuration Update","Surefire suite","Wed Dec 31 22:27:44 UTC 2025","passed","Wed Dec 31 22:27:47 UTC 2025","project_orangehrm.Test.Leave_Configuration_Test","Surefire test","project_orangehrm.Test.Leave_Configuration_Test","verifyWorkWeek_Update_Success"
"","0","TC09 - Verify Immigration Record Delete","Surefire suite","Wed Dec 31 22:31:01 UTC 2025","skipped","Wed Dec 31 22:31:01 UTC 2025","project_orangehrm.Test.PIM_EmployeeDetails_Test","Surefire test","project_orangehrm.Test.PIM_EmployeeDetails_Test","verifyImmigration_Delete_Success"
"","6336","TC06 - Verify Expense Type Lifecycle: Create, Verify","Foundation_Suite","Wed Dec 31 22:24:55 UTC 2025","passed","Wed Dec 31 22:25:01 UTC 2025","project_orangehrm.Test.Claim_Configuration_Test","Foundation_Data_Seeding","project_orangehrm.Test.Claim_Configuration_Test","verifyExpenseType_Lifecycle_Success"
"","10058","TC01 - Verify Dashboard Widget Toggle Visibility","Surefire suite","Wed Dec 31 22:28:08 UTC 2025","broken","Wed Dec 31 22:28:18 UTC 2025","project_orangehrm.Test.Dashboard_Advanced_Test","Surefire test","project_orangehrm.Test.Dashboard_Advanced_Test","verifyWidget_ToggleVisibility"
"","12179","TC14 - Verify Employee Trackers Add Log","Surefire suite","Wed Dec 31 22:31:07 UTC 2025","broken","Wed Dec 31 22:31:20 UTC 2025","project_orangehrm.Test.Performance_MyReviews_Test","Surefire test","project_orangehrm.Test.Performance_MyReviews_Test","verifyEmployeeTrackers_AddLog_Success"
"","1","TC03 - Verify validation error for empty Skill Name","Surefire suite","Wed Dec 31 22:32:26 UTC 2025","skipped","Wed Dec 31 22:32:26 UTC 2025","project_orangehrm.Test.Admin_Qualifications_Test","Surefire test","project_orangehrm.Test.Admin_Qualifications_Test","verifySkills_EmptyFields_ShowError"
"","7412","TC01 - Positive: Verify Post Lifecycle (Create, View, Delete)","Surefire suite","Wed Dec 31 22:27:03 UTC 2025","passed","Wed Dec 31 22:27:11 UTC 2025","project_orangehrm.Test.Buzz_Newsfeed_Test","Surefire test","project_orangehrm.Test.Buzz_Newsfeed_Test","verifyPost_Lifecycle_Success"
"","7562","TC04 - Verify Tracker Lifecycle: Create","Surefire suite","Wed Dec 31 22:27:35 UTC 2025","passed","Wed Dec 31 22:27:42 UTC 2025","project_orangehrm.Test.Performance_Configuration_Test","Surefire test","project_orangehrm.Test.Performance_Configuration_Test","verifyTracker_Lifecycle_Success"
"","11075","TC04 - Verify Event: Handle Duplication","Surefire suite","Wed Dec 31 22:27:46 UTC 2025","passed","Wed Dec 31 22:27:57 UTC 2025","project_orangehrm.Test.Claim_Configuration_Test","Surefire test","project_orangehrm.Test.Claim_Configuration_Test","verifyEvent_Duplicate_Handling"
"","2894","TC05 - Negative: Verify Cancellation of Post Deletion","Surefire suite","Wed Dec 31 22:28:42 UTC 2025","passed","Wed Dec 31 22:28:45 UTC 2025","project_orangehrm.Test.Buzz_Newsfeed_Test","Surefire test","project_orangehrm.Test.Buzz_Newsfeed_Test","verifyCancelDeletion_Flow"
"","11491","TC01 - Verify Search Candidate by Name and Status","Surefire suite","Wed Dec 31 22:26:53 UTC 2025","broken","Wed Dec 31 22:27:05 UTC 2025","project_orangehrm.Test.Recruitment_Search_And_Data_Test","Surefire test","project_orangehrm.Test.Recruitment_Search_And_Data_Test","verifyCandidate_Search_Success"
"","0","TC03 - Verify Apply Leave with Half Day","Surefire suite","Wed Dec 31 22:31:01 UTC 2025","skipped","Wed Dec 31 22:31:01 UTC 2025","project_orangehrm.Test.Leave_ApplyLeave_Test","Surefire test","project_orangehrm.Test.Leave_ApplyLeave_Test","verifyApplyLeave_HalfDay_Success"
